example_id,split_0,split_1,split_2,split_3,split_4
767,train,train,valid,train,train
7869,train,valid,train,train,train
8182,train,train,train,valid,train
7022,valid,train,train,train,train
6539,train,train,train,train,valid
2796,valid,train,train,train,train
487,train,train,train,train,valid
4047,valid,train,train,train,train
1898,train,train,valid,train,train
6410,train,train,train,valid,train
3893,valid,train,train,train,train
3573,train,train,train,valid,train
2555,train,train,train,train,valid
5612,valid,train,train,train,train
1959,train,train,train,train,valid
1737,train,train,train,train,valid
6547,train,train,train,valid,train
3410,train,train,train,train,valid
2146,train,train,train,train,valid
9062,train,train,train,train,valid
537,train,train,train,valid,train
6979,valid,train,train,train,train
7766,train,train,valid,train,train
1346,train,train,train,valid,train
189,train,train,train,valid,train
3395,valid,train,train,train,train
5843,train,train,train,valid,train
908,train,train,train,valid,train
1773,train,train,train,valid,train
4598,train,train,train,train,valid
840,train,train,train,train,valid
6385,train,valid,train,train,train
9316,train,valid,train,train,train
4731,train,train,train,valid,train
3451,valid,train,train,train,train
3984,train,train,train,valid,train
76,train,train,train,valid,train
1846,valid,train,train,train,train
1525,train,train,valid,train,train
5001,train,train,train,train,valid
9417,train,train,valid,train,train
6811,valid,train,train,train,train
9442,train,train,valid,train,train
6343,valid,train,train,train,train
9841,valid,train,train,train,train
4610,train,train,train,valid,train
1306,train,train,valid,train,train
7704,train,valid,train,train,train
6052,train,train,valid,train,train
821,train,train,train,valid,train
492,train,train,train,valid,train
3981,train,train,valid,train,train
5091,valid,train,train,train,train
2621,train,train,train,train,valid
2013,valid,train,train,train,train
3926,train,valid,train,train,train
9693,valid,train,train,train,train
8674,train,train,valid,train,train
9020,valid,train,train,train,train
4353,train,valid,train,train,train
9856,train,train,train,valid,train
7255,train,valid,train,train,train
1151,train,train,train,train,valid
3340,train,train,train,valid,train
6127,train,train,train,valid,train
3044,train,valid,train,train,train
7738,valid,train,train,train,train
5061,train,valid,train,train,train
2191,valid,train,train,train,train
4366,train,train,train,train,valid
3040,train,train,valid,train,train
5881,train,train,train,train,valid
1833,train,train,train,valid,train
5545,train,valid,train,train,train
5259,train,train,valid,train,train
7829,train,train,valid,train,train
1152,train,train,train,train,valid
4656,train,train,train,valid,train
4738,train,valid,train,train,train
5786,train,train,valid,train,train
1961,valid,train,train,train,train
6769,train,train,train,train,valid
6704,train,train,train,train,valid
4270,valid,train,train,train,train
4635,valid,train,train,train,train
6751,valid,train,train,train,train
1434,train,train,train,train,valid
7460,train,train,train,valid,train
5038,train,train,valid,train,train
3554,train,train,train,valid,train
3986,train,valid,train,train,train
9058,train,train,train,train,valid
8202,train,valid,train,train,train
4,train,train,train,train,valid
9029,train,train,train,valid,train
7339,valid,train,train,train,train
1574,train,train,train,train,valid
3397,train,valid,train,train,train
428,train,train,train,valid,train
4295,train,valid,train,train,train
6240,train,valid,train,train,train
8811,train,train,train,valid,train
7968,train,train,train,valid,train
1933,train,valid,train,train,train
9509,train,valid,train,train,train
2713,train,train,valid,train,train
229,train,valid,train,train,train
5598,train,train,train,valid,train
42,train,valid,train,train,train
2860,train,train,valid,train,train
4612,train,train,train,valid,train
9844,train,valid,train,train,train
1603,train,valid,train,train,train
1212,train,train,train,train,valid
5345,train,train,train,valid,train
8736,train,train,valid,train,train
2407,train,train,train,valid,train
4286,train,valid,train,train,train
9973,train,train,valid,train,train
1335,train,train,train,valid,train
6253,train,valid,train,train,train
442,train,train,train,valid,train
9565,valid,train,train,train,train
3627,train,train,train,train,valid
454,train,train,valid,train,train
9848,train,train,valid,train,train
8550,valid,train,train,train,train
5867,train,train,train,train,valid
6485,train,valid,train,train,train
8189,train,train,valid,train,train
3059,valid,train,train,train,train
173,valid,train,train,train,train
1456,train,valid,train,train,train
2753,train,valid,train,train,train
9252,train,train,train,valid,train
5662,train,train,valid,train,train
1177,train,train,train,train,valid
3868,valid,train,train,train,train
6051,train,train,train,train,valid
5093,train,train,valid,train,train
8724,train,train,train,train,valid
2597,train,train,valid,train,train
120,train,train,train,valid,train
513,train,train,valid,train,train
8207,train,train,train,valid,train
9068,valid,train,train,train,train
3236,train,valid,train,train,train
8118,train,train,train,valid,train
2167,train,train,train,valid,train
754,train,train,valid,train,train
1028,train,train,train,valid,train
43,train,train,valid,train,train
4044,train,train,valid,train,train
3139,train,train,train,valid,train
5724,train,valid,train,train,train
6424,valid,train,train,train,train
1074,train,train,train,valid,train
9821,train,train,train,train,valid
4684,train,train,train,train,valid
7545,train,train,train,valid,train
6261,valid,train,train,train,train
4556,train,train,train,valid,train
8696,train,train,train,valid,train
6625,train,valid,train,train,train
265,train,train,valid,train,train
387,train,train,train,valid,train
4571,valid,train,train,train,train
5054,train,train,train,valid,train
4768,valid,train,train,train,train
392,train,valid,train,train,train
9584,train,train,train,train,valid
4076,train,train,train,valid,train
1755,train,train,train,train,valid
1767,train,train,train,valid,train
6079,train,train,train,train,valid
1558,train,train,train,train,valid
7475,valid,train,train,train,train
2345,train,valid,train,train,train
1206,train,valid,train,train,train
4395,train,train,valid,train,train
7865,train,train,train,train,valid
2203,train,valid,train,train,train
6210,train,valid,train,train,train
5412,train,train,train,train,valid
9454,train,valid,train,train,train
5081,valid,train,train,train,train
9945,train,train,train,train,valid
5766,valid,train,train,train,train
2233,train,train,valid,train,train
7699,train,train,valid,train,train
1842,train,train,train,valid,train
422,train,train,valid,train,train
6798,train,train,valid,train,train
4438,train,train,valid,train,train
3792,train,train,train,train,valid
3341,valid,train,train,train,train
7534,train,train,train,valid,train
3730,valid,train,train,train,train
3192,train,valid,train,train,train
6982,train,train,train,valid,train
3616,train,valid,train,train,train
1950,train,train,train,valid,train
8888,train,train,valid,train,train
9307,train,train,valid,train,train
8129,train,train,train,valid,train
2734,train,train,valid,train,train
8886,train,valid,train,train,train
5451,train,valid,train,train,train
4409,train,train,valid,train,train
8126,train,train,train,valid,train
5470,valid,train,train,train,train
1307,train,train,train,valid,train
6529,train,train,train,valid,train
8223,train,train,train,valid,train
7452,train,train,train,train,valid
9944,train,valid,train,train,train
421,train,train,train,train,valid
6183,train,train,train,train,valid
2610,train,train,train,train,valid
1903,train,train,valid,train,train
3333,train,train,train,valid,train
3630,train,train,valid,train,train
8679,valid,train,train,train,train
5494,train,valid,train,train,train
2261,train,train,train,valid,train
5759,train,train,valid,train,train
4127,train,valid,train,train,train
7026,train,train,valid,train,train
9168,valid,train,train,train,train
7571,valid,train,train,train,train
600,train,train,valid,train,train
5352,train,train,train,valid,train
3884,train,train,train,train,valid
2457,train,train,train,train,valid
7647,train,train,train,valid,train
7442,train,train,valid,train,train
8890,valid,train,train,train,train
829,train,train,valid,train,train
6852,train,train,train,train,valid
3626,train,train,train,train,valid
8991,train,train,train,train,valid
7540,train,train,train,valid,train
6036,train,valid,train,train,train
4750,train,valid,train,train,train
6118,valid,train,train,train,train
5301,train,valid,train,train,train
6781,train,train,valid,train,train
2994,train,train,train,train,valid
7646,train,train,train,train,valid
7928,train,train,train,train,valid
2650,train,train,valid,train,train
2789,train,valid,train,train,train
8490,train,valid,train,train,train
7606,train,train,valid,train,train
3988,train,train,train,train,valid
7091,train,train,train,train,valid
4799,train,train,train,valid,train
1834,train,train,train,train,valid
3091,train,train,train,train,valid
1559,train,valid,train,train,train
9849,train,train,train,train,valid
5189,train,train,train,valid,train
2724,train,train,valid,train,train
1248,train,valid,train,train,train
1353,train,train,valid,train,train
6199,valid,train,train,train,train
4622,train,valid,train,train,train
9265,valid,train,train,train,train
8396,train,train,train,train,valid
9610,train,train,train,train,valid
2386,train,train,train,valid,train
8596,train,valid,train,train,train
2384,train,train,train,valid,train
2822,train,train,valid,train,train
938,valid,train,train,train,train
7632,valid,train,train,train,train
2262,train,valid,train,train,train
5658,train,train,train,valid,train
7681,train,train,train,train,valid
2122,train,train,train,valid,train
2030,train,train,train,valid,train
1067,valid,train,train,train,train
2406,train,train,valid,train,train
5993,train,train,train,train,valid
5918,valid,train,train,train,train
3725,train,train,train,valid,train
5902,valid,train,train,train,train
2580,train,train,valid,train,train
3263,valid,train,train,train,train
4607,train,valid,train,train,train
8512,train,train,valid,train,train
2867,valid,train,train,train,train
2554,train,train,train,valid,train
2799,valid,train,train,train,train
471,train,train,train,train,valid
6705,train,train,train,train,valid
5680,train,train,valid,train,train
7830,train,valid,train,train,train
2011,valid,train,train,train,train
930,valid,train,train,train,train
7065,train,train,valid,train,train
6288,train,train,valid,train,train
948,train,valid,train,train,train
3681,train,valid,train,train,train
8142,train,train,valid,train,train
2379,train,valid,train,train,train
9156,train,valid,train,train,train
6748,valid,train,train,train,train
5078,train,train,train,train,valid
8002,train,train,train,train,valid
4595,train,train,valid,train,train
3381,train,train,train,valid,train
7287,train,train,valid,train,train
9661,train,valid,train,train,train
4680,valid,train,train,train,train
1000,valid,train,train,train,train
2243,valid,train,train,train,train
5576,train,train,valid,train,train
2853,train,train,valid,train,train
799,train,train,train,train,valid
9718,train,train,valid,train,train
6046,valid,train,train,train,train
4955,train,train,valid,train,train
8699,train,valid,train,train,train
1296,train,train,train,train,valid
4329,train,train,valid,train,train
805,train,train,valid,train,train
2858,valid,train,train,train,train
837,train,valid,train,train,train
2923,train,train,valid,train,train
2429,train,valid,train,train,train
9702,train,train,train,train,valid
6497,train,train,train,train,valid
5098,train,valid,train,train,train
8319,valid,train,train,train,train
2255,train,train,valid,train,train
4253,train,train,train,train,valid
8729,train,train,valid,train,train
5419,valid,train,train,train,train
5654,train,train,train,train,valid
5809,valid,train,train,train,train
8320,valid,train,train,train,train
5146,train,train,valid,train,train
3152,valid,train,train,train,train
2508,train,valid,train,train,train
6003,valid,train,train,train,train
8335,train,train,valid,train,train
7487,train,train,valid,train,train
7825,train,train,train,valid,train
1554,train,train,train,train,valid
6702,train,train,train,train,valid
3230,train,train,train,valid,train
2859,train,train,train,valid,train
1848,train,train,train,train,valid
2,valid,train,train,train,train
8582,valid,train,train,train,train
647,train,valid,train,train,train
2250,train,train,valid,train,train
6116,train,valid,train,train,train
3283,train,train,train,valid,train
9174,train,train,valid,train,train
8944,train,train,train,valid,train
7952,valid,train,train,train,train
9845,train,train,train,train,valid
2008,train,valid,train,train,train
1137,train,train,train,train,valid
9249,train,train,valid,train,train
5656,train,train,train,train,valid
7939,train,train,train,valid,train
8593,valid,train,train,train,train
3717,train,train,train,valid,train
2451,train,valid,train,train,train
8943,train,train,valid,train,train
1235,train,train,train,train,valid
8800,train,train,train,valid,train
2819,train,train,train,valid,train
7367,valid,train,train,train,train
6101,train,valid,train,train,train
3786,train,train,train,train,valid
9754,train,train,train,train,valid
4306,valid,train,train,train,train
7458,train,train,train,valid,train
2515,train,train,train,valid,train
2470,train,train,train,valid,train
2140,train,train,train,valid,train
9197,train,valid,train,train,train
9121,valid,train,train,train,train
5435,train,train,train,valid,train
4578,train,train,valid,train,train
1751,valid,train,train,train,train
4949,train,train,train,valid,train
1016,train,valid,train,train,train
1713,train,valid,train,train,train
5645,train,train,train,valid,train
2211,train,valid,train,train,train
2486,valid,train,train,train,train
5778,train,train,train,train,valid
5148,valid,train,train,train,train
3768,train,train,train,train,valid
1332,train,train,train,train,valid
8286,train,train,train,train,valid
8109,train,train,train,train,valid
327,valid,train,train,train,train
3586,train,train,train,valid,train
473,train,train,train,train,valid
2837,train,train,valid,train,train
8553,train,valid,train,train,train
6477,train,valid,train,train,train
5052,valid,train,train,train,train
5454,valid,train,train,train,train
7994,train,train,train,train,valid
3095,train,valid,train,train,train
2797,train,valid,train,train,train
4804,train,valid,train,train,train
3750,valid,train,train,train,train
6573,train,valid,train,train,train
2665,train,train,train,valid,train
2164,train,valid,train,train,train
7422,train,train,valid,train,train
4173,train,train,train,train,valid
2533,train,valid,train,train,train
280,valid,train,train,train,train
8832,train,train,valid,train,train
5945,train,train,valid,train,train
5777,train,train,train,valid,train
6059,valid,train,train,train,train
2847,train,train,train,valid,train
5827,train,valid,train,train,train
8702,train,train,valid,train,train
4261,train,train,train,train,valid
1423,train,train,valid,train,train
2588,train,train,train,train,valid
6236,valid,train,train,train,train
2575,train,train,train,train,valid
7258,train,train,valid,train,train
2743,train,valid,train,train,train
107,train,valid,train,train,train
1801,valid,train,train,train,train
1970,valid,train,train,train,train
4091,train,valid,train,train,train
7081,train,train,train,train,valid
3924,train,train,train,valid,train
6577,valid,train,train,train,train
5144,train,train,valid,train,train
7916,train,train,valid,train,train
8938,train,train,train,valid,train
5161,train,train,valid,train,train
6368,train,valid,train,train,train
4775,valid,train,train,train,train
7275,valid,train,train,train,train
1276,valid,train,train,train,train
9651,train,valid,train,train,train
1196,train,train,train,valid,train
4271,train,train,train,train,valid
9118,train,train,train,train,valid
4256,train,train,train,train,valid
8088,train,valid,train,train,train
4810,valid,train,train,train,train
3520,valid,train,train,train,train
2536,train,train,train,train,valid
6597,valid,train,train,train,train
2348,valid,train,train,train,train
7076,train,train,valid,train,train
5122,train,train,train,train,valid
5036,valid,train,train,train,train
6286,train,valid,train,train,train
7335,valid,train,train,train,train
1652,valid,train,train,train,train
5712,train,train,valid,train,train
2426,train,valid,train,train,train
3920,valid,train,train,train,train
8926,train,train,train,valid,train
6840,train,train,valid,train,train
1673,valid,train,train,train,train
5514,valid,train,train,train,train
3046,valid,train,train,train,train
6078,valid,train,train,train,train
3556,train,valid,train,train,train
1724,train,valid,train,train,train
7929,train,train,train,train,valid
3379,train,train,train,valid,train
1939,valid,train,train,train,train
2870,train,train,valid,train,train
2887,train,train,train,train,valid
7588,train,train,train,train,valid
2327,train,train,train,valid,train
2646,train,valid,train,train,train
6732,train,train,train,train,valid
4041,train,train,train,valid,train
4181,train,valid,train,train,train
937,train,valid,train,train,train
6779,valid,train,train,train,train
4491,train,train,train,train,valid
5709,train,train,train,valid,train
8214,train,train,train,train,valid
2209,train,train,valid,train,train
8229,train,train,train,valid,train
8767,train,train,train,valid,train
4904,train,valid,train,train,train
8975,train,train,train,valid,train
3344,valid,train,train,train,train
4022,train,train,train,train,valid
590,train,train,train,train,valid
7080,train,train,valid,train,train
1252,train,train,train,valid,train
5980,train,train,valid,train,train
8995,train,train,train,valid,train
7876,train,train,train,valid,train
3190,train,train,valid,train,train
3172,train,train,train,valid,train
7058,train,valid,train,train,train
1273,valid,train,train,train,train
5690,train,valid,train,train,train
4882,train,train,valid,train,train
3249,train,train,valid,train,train
6388,train,train,train,valid,train
3522,train,train,train,valid,train
6632,train,valid,train,train,train
360,valid,train,train,train,train
7761,train,valid,train,train,train
5806,train,train,valid,train,train
1644,train,train,train,train,valid
7908,train,train,train,valid,train
3258,train,train,train,valid,train
9220,train,train,train,valid,train
8951,valid,train,train,train,train
7060,train,train,valid,train,train
1455,valid,train,train,train,train
8657,train,train,train,train,valid
4136,train,train,valid,train,train
7708,train,valid,train,train,train
2579,train,train,train,train,valid
5186,train,train,train,train,valid
4908,train,train,train,train,valid
3002,train,train,train,valid,train
1809,train,train,valid,train,train
448,train,train,train,train,valid
8294,train,valid,train,train,train
7794,train,train,train,train,valid
5594,train,valid,train,train,train
1101,train,train,train,train,valid
2865,train,train,train,train,valid
4243,valid,train,train,train,train
8184,train,train,valid,train,train
8401,valid,train,train,train,train
1376,valid,train,train,train,train
5005,train,valid,train,train,train
2029,train,train,train,train,valid
6503,train,train,train,train,valid
9394,train,train,train,train,valid
4054,train,train,train,train,valid
5978,train,train,train,valid,train
8305,train,train,valid,train,train
7220,valid,train,train,train,train
2900,train,valid,train,train,train
9001,train,valid,train,train,train
6207,train,valid,train,train,train
413,train,train,train,valid,train
4321,train,train,train,valid,train
1897,train,train,train,train,valid
7372,train,train,train,train,valid
4204,train,train,train,train,valid
3885,train,valid,train,train,train
6455,train,valid,train,train,train
924,train,valid,train,train,train
4815,train,valid,train,train,train
2818,train,train,valid,train,train
395,train,valid,train,train,train
826,train,train,train,train,valid
2876,train,train,train,train,valid
6259,valid,train,train,train,train
3603,train,train,valid,train,train
4755,train,valid,train,train,train
3113,train,train,train,train,valid
1992,train,train,valid,train,train
9987,valid,train,train,train,train
4861,valid,train,train,train,train
6744,train,valid,train,train,train
2007,valid,train,train,train,train
7531,valid,train,train,train,train
2997,train,train,valid,train,train
9433,train,valid,train,train,train
9217,valid,train,train,train,train
5287,train,valid,train,train,train
782,valid,train,train,train,train
9143,train,train,train,valid,train
7205,train,train,train,valid,train
2752,train,train,valid,train,train
1041,train,valid,train,train,train
5088,train,valid,train,train,train
9173,valid,train,train,train,train
8341,train,train,valid,train,train
6930,train,train,valid,train,train
6140,train,valid,train,train,train
441,train,valid,train,train,train
4209,train,train,train,valid,train
1061,train,train,train,valid,train
7974,train,valid,train,train,train
9239,train,train,train,valid,train
6317,train,train,valid,train,train
7173,valid,train,train,train,train
3415,train,train,valid,train,train
4966,train,train,valid,train,train
8758,valid,train,train,train,train
3194,train,train,train,valid,train
8353,train,train,train,valid,train
396,train,train,train,train,valid
9136,train,train,train,valid,train
5913,train,train,valid,train,train
2105,train,train,train,valid,train
7927,train,train,train,valid,train
3285,train,train,train,train,valid
3633,train,valid,train,train,train
5284,train,train,train,valid,train
8166,train,train,train,train,valid
8645,train,train,train,valid,train
8107,valid,train,train,train,train
9424,train,train,valid,train,train
9925,train,train,train,valid,train
7304,train,train,train,valid,train
1060,train,valid,train,train,train
2142,train,train,valid,train,train
4503,train,valid,train,train,train
7311,train,train,valid,train,train
9161,valid,train,train,train,train
6508,train,train,train,valid,train
7800,valid,train,train,train,train
284,train,train,train,valid,train
9323,valid,train,train,train,train
8616,train,valid,train,train,train
6723,valid,train,train,train,train
1699,valid,train,train,train,train
6965,train,train,train,valid,train
1342,train,valid,train,train,train
5753,valid,train,train,train,train
9226,train,train,valid,train,train
6274,valid,train,train,train,train
3087,train,train,train,train,valid
5885,train,valid,train,train,train
6906,valid,train,train,train,train
3413,train,train,valid,train,train
5725,train,train,train,train,valid
9746,valid,train,train,train,train
4244,train,train,valid,train,train
1305,valid,train,train,train,train
247,train,train,valid,train,train
2642,train,train,train,train,valid
559,train,valid,train,train,train
1824,train,train,train,train,valid
8941,train,train,train,train,valid
3351,train,train,valid,train,train
2762,train,valid,train,train,train
9177,train,valid,train,train,train
8639,train,train,train,train,valid
4889,train,train,train,train,valid
9437,train,train,valid,train,train
4016,train,train,valid,train,train
8412,train,train,train,valid,train
9102,train,train,valid,train,train
3447,train,train,valid,train,train
1960,valid,train,train,train,train
6888,train,valid,train,train,train
6720,valid,train,train,train,train
1586,train,valid,train,train,train
4314,train,valid,train,train,train
5492,train,train,train,train,valid
8805,train,train,valid,train,train
6421,train,train,train,valid,train
252,valid,train,train,train,train
5070,train,train,train,valid,train
6152,train,train,valid,train,train
9298,train,train,train,valid,train
59,train,valid,train,train,train
7106,train,valid,train,train,train
5272,train,valid,train,train,train
9950,train,train,valid,train,train
9983,train,train,valid,train,train
4834,train,valid,train,train,train
8552,train,train,valid,train,train
3150,train,train,train,train,valid
4741,train,train,train,train,valid
2425,train,train,train,train,valid
5191,train,train,valid,train,train
5647,train,valid,train,train,train
6916,train,train,valid,train,train
3179,train,train,valid,train,train
6282,train,train,train,valid,train
5010,train,valid,train,train,train
8559,train,train,train,train,valid
993,valid,train,train,train,train
5952,train,train,train,train,valid
8587,train,train,train,train,valid
5267,valid,train,train,train,train
5286,train,train,train,valid,train
9827,train,train,train,train,valid
3049,train,train,valid,train,train
3426,valid,train,train,train,train
1368,train,train,valid,train,train
3225,valid,train,train,train,train
7885,train,train,valid,train,train
1980,train,valid,train,train,train
3386,train,valid,train,train,train
8406,train,train,valid,train,train
3464,train,train,train,train,valid
8324,train,train,train,valid,train
8622,train,train,train,valid,train
9611,train,valid,train,train,train
2717,train,train,train,train,valid
7115,train,train,valid,train,train
6194,train,train,train,valid,train
3642,train,train,train,train,valid
5357,train,train,train,valid,train
9656,train,train,valid,train,train
1313,train,valid,train,train,train
9587,valid,train,train,train,train
1893,valid,train,train,train,train
9729,train,train,train,train,valid
1912,train,valid,train,train,train
4439,train,valid,train,train,train
7805,train,valid,train,train,train
7342,train,train,train,valid,train
3927,train,train,valid,train,train
227,train,valid,train,train,train
9603,valid,train,train,train,train
7840,train,valid,train,train,train
9569,train,train,train,train,valid
2711,train,train,train,valid,train
4232,valid,train,train,train,train
9383,valid,train,train,train,train
2181,valid,train,train,train,train
1930,train,train,valid,train,train
2690,valid,train,train,train,train
2129,valid,train,train,train,train
1027,train,valid,train,train,train
3677,train,train,train,train,valid
9769,train,valid,train,train,train
6567,train,train,train,train,valid
5219,valid,train,train,train,train
5874,valid,train,train,train,train
5136,train,train,train,train,valid
2373,train,train,train,valid,train
1934,train,train,valid,train,train
5436,train,train,train,train,valid
3825,train,train,train,valid,train
8194,valid,train,train,train,train
7989,train,valid,train,train,train
3299,train,train,valid,train,train
9299,train,train,train,train,valid
5056,valid,train,train,train,train
7918,valid,train,train,train,train
3797,valid,train,train,train,train
355,train,valid,train,train,train
5726,valid,train,train,train,train
1424,train,train,valid,train,train
1130,train,train,valid,train,train
8965,train,train,valid,train,train
1832,train,train,valid,train,train
9358,train,train,train,train,valid
2849,train,valid,train,train,train
1562,valid,train,train,train,train
6738,train,valid,train,train,train
8368,train,train,train,valid,train
1237,train,train,valid,train,train
7552,train,train,valid,train,train
35,train,train,valid,train,train
7377,valid,train,train,train,train
4660,train,train,train,train,valid
347,train,train,train,train,valid
8741,train,valid,train,train,train
8658,train,train,train,valid,train
9657,train,train,train,valid,train
7453,train,train,valid,train,train
8786,train,train,valid,train,train
8998,train,valid,train,train,train
7843,train,train,train,valid,train
6339,train,train,train,train,valid
8358,train,valid,train,train,train
1241,train,train,train,train,valid
2688,valid,train,train,train,train
5807,train,valid,train,train,train
5733,train,train,train,train,valid
6245,train,train,valid,train,train
9061,valid,train,train,train,train
9511,valid,train,train,train,train
9018,valid,train,train,train,train
5932,train,train,train,valid,train
6316,train,train,valid,train,train
6338,train,train,valid,train,train
1593,train,train,train,train,valid
7471,train,train,valid,train,train
3510,train,train,train,train,valid
4605,valid,train,train,train,train
4996,valid,train,train,train,train
8444,valid,train,train,train,train
7011,train,train,train,train,valid
1377,train,train,train,valid,train
1703,train,train,valid,train,train
5957,train,valid,train,train,train
6772,valid,train,train,train,train
5597,train,train,valid,train,train
3144,train,train,train,train,valid
9190,train,train,train,train,valid
2904,train,valid,train,train,train
5906,train,train,train,train,valid
9550,train,train,train,valid,train
8260,train,train,valid,train,train
8132,train,train,train,train,valid
5343,train,train,valid,train,train
1339,train,train,valid,train,train
5126,train,train,train,train,valid
4938,train,train,train,valid,train
3186,valid,train,train,train,train
8706,valid,train,train,train,train
5208,train,train,train,train,valid
1552,train,train,train,train,valid
5388,valid,train,train,train,train
5377,train,valid,train,train,train
6426,train,train,valid,train,train
5651,valid,train,train,train,train
1863,train,train,train,valid,train
1182,train,train,train,valid,train
1338,train,train,train,train,valid
5927,train,train,train,train,valid
5141,train,train,train,train,valid
8245,train,train,train,valid,train
511,train,train,valid,train,train
5934,train,valid,train,train,train
7428,train,valid,train,train,train
1109,valid,train,train,train,train
3357,train,train,train,train,valid
6937,train,train,valid,train,train
7334,train,valid,train,train,train
1613,valid,train,train,train,train
9109,train,train,valid,train,train
4220,train,train,train,valid,train
7525,train,train,train,train,valid
1627,train,train,train,valid,train
729,valid,train,train,train,train
3726,train,valid,train,train,train
8031,train,valid,train,train,train
9982,valid,train,train,train,train
7579,train,train,train,train,valid
595,train,valid,train,train,train
627,valid,train,train,train,train
9133,train,train,train,train,valid
9593,train,train,train,train,valid
5395,valid,train,train,train,train
3853,valid,train,train,train,train
8479,train,train,valid,train,train
1868,train,valid,train,train,train
7740,train,valid,train,train,train
6018,train,train,train,train,valid
4365,train,train,valid,train,train
6669,train,train,valid,train,train
700,valid,train,train,train,train
4842,valid,train,train,train,train
5152,train,valid,train,train,train
5234,train,train,valid,train,train
4174,train,train,train,train,valid
3009,train,train,train,valid,train
3079,train,train,valid,train,train
6016,train,train,train,train,valid
811,valid,train,train,train,train
1622,valid,train,train,train,train
12,train,train,train,train,valid
1823,train,train,train,train,valid
8526,train,train,train,train,valid
416,train,train,train,train,valid
3964,train,valid,train,train,train
7967,valid,train,train,train,train
2613,train,valid,train,train,train
7451,train,train,valid,train,train
7489,valid,train,train,train,train
494,train,valid,train,train,train
1209,train,train,train,valid,train
9677,train,train,train,train,valid
4642,train,train,train,valid,train
5364,train,train,train,valid,train
3875,train,train,train,valid,train
7732,train,train,train,valid,train
3830,train,train,train,valid,train
3978,valid,train,train,train,train
8206,train,train,valid,train,train
3656,train,train,train,valid,train
8140,valid,train,train,train,train
5763,train,train,train,valid,train
8815,train,valid,train,train,train
1904,train,valid,train,train,train
6265,train,train,train,valid,train
2020,train,train,train,train,valid
8015,valid,train,train,train,train
1850,train,train,valid,train,train
4759,train,train,train,train,valid
8554,train,train,valid,train,train
9366,train,train,valid,train,train
7815,train,train,train,train,valid
1337,valid,train,train,train,train
8877,train,valid,train,train,train
9030,train,train,train,valid,train
1458,train,train,valid,train,train
9585,train,train,train,train,valid
9266,train,train,train,train,valid
4777,train,train,valid,train,train
4012,train,train,train,valid,train
7472,train,train,train,train,valid
685,train,train,valid,train,train
1718,valid,train,train,train,train
9407,valid,train,train,train,train
5095,train,train,train,valid,train
1232,valid,train,train,train,train
2301,train,train,train,train,valid
1654,train,train,valid,train,train
3094,train,valid,train,train,train
2477,train,train,valid,train,train
3399,train,valid,train,train,train
5791,train,valid,train,train,train
7440,train,train,valid,train,train
7343,train,train,valid,train,train
3393,train,valid,train,train,train
1880,train,train,valid,train,train
8047,train,train,train,valid,train
6587,train,train,train,train,valid
8935,train,train,train,train,valid
4135,train,valid,train,train,train
6991,train,train,train,train,valid
1421,train,train,valid,train,train
7850,valid,train,train,train,train
332,valid,train,train,train,train
2975,train,valid,train,train,train
856,valid,train,train,train,train
2254,train,valid,train,train,train
6950,train,train,valid,train,train
1356,valid,train,train,train,train
8000,train,valid,train,train,train
3405,valid,train,train,train,train
8555,train,train,train,valid,train
7873,train,train,train,train,valid
4867,valid,train,train,train,train
4912,train,train,valid,train,train
6761,train,train,valid,train,train
9158,train,train,train,train,valid
2215,train,train,valid,train,train
2718,train,train,train,train,valid
5099,valid,train,train,train,train
1682,train,train,train,train,valid
496,train,train,train,train,valid
5002,train,train,valid,train,train
9627,train,train,train,train,valid
8731,valid,train,train,train,train
8123,train,train,train,valid,train
9516,valid,train,train,train,train
9974,train,train,train,valid,train
6488,valid,train,train,train,train
4075,train,valid,train,train,train
2767,train,train,valid,train,train
4678,train,valid,train,train,train
9404,train,train,train,train,valid
9817,train,valid,train,train,train
8334,train,train,train,valid,train
3703,train,train,train,train,valid
4212,train,train,train,valid,train
8577,train,valid,train,train,train
7332,train,valid,train,train,train
7433,valid,train,train,train,train
17,train,valid,train,train,train
9391,valid,train,train,train,train
1763,train,train,train,train,valid
4531,train,train,train,valid,train
1360,train,train,train,train,valid
3752,train,train,valid,train,train
412,train,train,valid,train,train
9507,train,train,valid,train,train
3454,train,train,train,valid,train
6389,train,train,valid,train,train
5282,train,valid,train,train,train
8621,train,train,train,valid,train
6634,train,valid,train,train,train
4633,train,train,train,train,valid
2678,train,train,valid,train,train
6364,train,train,train,valid,train
2016,train,train,train,valid,train
568,train,valid,train,train,train
9926,train,train,train,valid,train
3266,train,train,train,valid,train
4469,train,train,train,valid,train
452,train,train,train,valid,train
3956,train,train,train,valid,train
4246,train,valid,train,train,train
956,train,train,train,train,valid
9646,train,train,valid,train,train
9913,train,train,train,train,valid
8925,train,valid,train,train,train
3131,train,valid,train,train,train
3500,train,train,train,valid,train
7074,train,train,train,train,valid
1672,train,train,train,valid,train
6452,train,train,train,train,valid
3632,valid,train,train,train,train
556,train,train,train,valid,train
566,train,valid,train,train,train
8433,train,valid,train,train,train
2126,train,train,train,valid,train
6252,valid,train,train,train,train
3495,train,train,valid,train,train
